college_name,address,year,organization_type,size,area,graduation_rate,financial_aid,sat_score
Coker University,"Hartsville, SC",4-year,Private,Small,Rural 42% graduation rate $19K average per year after aid 940-1160,Rural 42% graduation rate $19K average per year after aid 940-1160,Rural 42% graduation rate $19K average per year after aid 940-1160,Rural 42% graduation rate $19K average per year after aid 940-1160
The Citadel,"Charleston, SC",4-year,Public,Small,Urban 70% graduation rate $22K average per year after aid 1100-1260,Urban 70% graduation rate $22K average per year after aid 1100-1260,Urban 70% graduation rate $22K average per year after aid 1100-1260,Urban 70% graduation rate $22K average per year after aid 1100-1260
Holy Family University,"Philadelphia, PA",4-year,Private,Small,Suburban 58% graduation rate $12K average per year after aid 880-1170,Suburban 58% graduation rate $12K average per year after aid 880-1170,Suburban 58% graduation rate $12K average per year after aid 880-1170,Suburban 58% graduation rate $12K average per year after aid 880-1170
University of Idaho,"Moscow, ID",4-year,Public,Medium,Rural 61% graduation rate $15K average per year after aid 950-1200,Rural 61% graduation rate $15K average per year after aid 950-1200,Rural 61% graduation rate $15K average per year after aid 950-1200,Rural 61% graduation rate $15K average per year after aid 950-1200
Illinois College,"Jacksonville, IL",4-year,Private,Small,Rural 67% graduation rate $16K average per year after aid 930-1175,Rural 67% graduation rate $16K average per year after aid 930-1175,Rural 67% graduation rate $16K average per year after aid 930-1175,Rural 67% graduation rate $16K average per year after aid 930-1175
Youngstown State University,"Youngstown, OH",4-year,Public,Medium,Urban 48% graduation rate $12K average per year after aid 940-1160,Urban 48% graduation rate $12K average per year after aid 940-1160,Urban 48% graduation rate $12K average per year after aid 940-1160,Urban 48% graduation rate $12K average per year after aid 940-1160
University of Nevada: Las Vegas,"Las Vegas, NV",4-year,Public,Very Large,Urban 47% graduation rate $13K average per year after aid 1010-1220,Urban 47% graduation rate $13K average per year after aid 1010-1220,Urban 47% graduation rate $13K average per year after aid 1010-1220,Urban 47% graduation rate $13K average per year after aid 1010-1220
Francis Marion University,"Florence, SC",4-year,Public,Small,Rural 39% graduation rate $13K average per year after aid 900-1150,Rural 39% graduation rate $13K average per year after aid 900-1150,Rural 39% graduation rate $13K average per year after aid 900-1150,Rural 39% graduation rate $13K average per year after aid 900-1150
San Jose State University,"San Jose, CA",4-year,Public,Very Large,Urban 68% graduation rate $14K average per year after aid 1070-1320,Urban 68% graduation rate $14K average per year after aid 1070-1320,Urban 68% graduation rate $14K average per year after aid 1070-1320,Urban 68% graduation rate $14K average per year after aid 1070-1320
University of South Dakota,"Vermillion, SD",4-year,Public,Medium,Rural 57% graduation rate $18K average per year after aid 1150-1290,Rural 57% graduation rate $18K average per year after aid 1150-1290,Rural 57% graduation rate $18K average per year after aid 1150-1290,Rural 57% graduation rate $18K average per year after aid 1150-1290
Niagara University,"Niagara University, NY",4-year,Private,Small,Suburban 72% graduation rate $18K average per year after aid 1075-1220,Suburban 72% graduation rate $18K average per year after aid 1075-1220,Suburban 72% graduation rate $18K average per year after aid 1075-1220,Suburban 72% graduation rate $18K average per year after aid 1075-1220
University of Wisconsin-Stout,"Menomonie, WI",4-year,Public,Medium,Rural 52% graduation rate $16K average per year after aid 1000-1290,Rural 52% graduation rate $16K average per year after aid 1000-1290,Rural 52% graduation rate $16K average per year after aid 1000-1290,Rural 52% graduation rate $16K average per year after aid 1000-1290
Kent State University: Tuscarawas,"New Philadelphia, OH",4-year,Public,Small,Suburban 4% graduation rate $11K average per year after aid 760-760,Suburban 4% graduation rate $11K average per year after aid 760-760,Suburban 4% graduation rate $11K average per year after aid 760-760,Suburban 4% graduation rate $11K average per year after aid 760-760
Massachusetts Maritime Academy,"Buzzards Bay, MA",4-year,Public,Small,Suburban 79% graduation rate $22K average per year after aid 1030-1180,Suburban 79% graduation rate $22K average per year after aid 1030-1180,Suburban 79% graduation rate $22K average per year after aid 1030-1180,Suburban 79% graduation rate $22K average per year after aid 1030-1180
California State University: East Bay,"Hayward, CA",4-year,Public,Large,Suburban 46% graduation rate $11K average per year after aid 910-1100,Suburban 46% graduation rate $11K average per year after aid 910-1100,Suburban 46% graduation rate $11K average per year after aid 910-1100,Suburban 46% graduation rate $11K average per year after aid 910-1100
University of Wisconsin-Eau Claire,"Eau Claire, WI",4-year,Public,Medium,Urban 65% graduation rate $15K average per year after aid 1130-1260,Urban 65% graduation rate $15K average per year after aid 1130-1260,Urban 65% graduation rate $15K average per year after aid 1130-1260,Urban 65% graduation rate $15K average per year after aid 1130-1260
Cedar Crest College,"Allentown, PA",4-year,Private,Small,Suburban 62% graduation rate $24K average per year after aid 980-1160,Suburban 62% graduation rate $24K average per year after aid 980-1160,Suburban 62% graduation rate $24K average per year after aid 980-1160,Suburban 62% graduation rate $24K average per year after aid 980-1160
Southern Illinois University Carbondale,"Carbondale, IL",4-year,Public,Medium,Rural 49% graduation rate $17K average per year after aid 910-1180,Rural 49% graduation rate $17K average per year after aid 910-1180,Rural 49% graduation rate $17K average per year after aid 910-1180,Rural 49% graduation rate $17K average per year after aid 910-1180
Southwest Baptist University,"Bolivar, MO",4-year,Private,Small,Rural 42% graduation rate $19K average per year after aid 990-1160,Rural 42% graduation rate $19K average per year after aid 990-1160,Rural 42% graduation rate $19K average per year after aid 990-1160,Rural 42% graduation rate $19K average per year after aid 990-1160
Marian University,"Indianapolis, IN",4-year,Private,Small,Suburban 64% graduation rate $23K average per year after aid 970-1175,Suburban 64% graduation rate $23K average per year after aid 970-1175,Suburban 64% graduation rate $23K average per year after aid 970-1175,Suburban 64% graduation rate $23K average per year after aid 970-1175
Chestnut Hill College,"Philadelphia, PA",4-year,Private,Small,Suburban 62% graduation rate $25K average per year after aid 890-1090,Suburban 62% graduation rate $25K average per year after aid 890-1090,Suburban 62% graduation rate $25K average per year after aid 890-1090,Suburban 62% graduation rate $25K average per year after aid 890-1090
York College of Pennsylvania,"York, PA",4-year,Private,Medium,Suburban 64% graduation rate $21K average per year after aid 1030-1220,Suburban 64% graduation rate $21K average per year after aid 1030-1220,Suburban 64% graduation rate $21K average per year after aid 1030-1220,Suburban 64% graduation rate $21K average per year after aid 1030-1220
Ohio State University: Lima Campus,"Lima, OH",4-year,Public,Small,Urban 13% graduation rate $13K average per year after aid 1000-1170,Urban 13% graduation rate $13K average per year after aid 1000-1170,Urban 13% graduation rate $13K average per year after aid 1000-1170,Urban 13% graduation rate $13K average per year after aid 1000-1170
Northern Kentucky University,"Newport, KY",4-year,Public,Medium,Suburban 52% graduation rate $7K average per year after aid 920-1130,Suburban 52% graduation rate $7K average per year after aid 920-1130,Suburban 52% graduation rate $7K average per year after aid 920-1130,Suburban 52% graduation rate $7K average per year after aid 920-1130
Keene State College,"Keene, NH",4-year,Public,Small,Suburban 59% graduation rate $20K average per year after aid 950-1140,Suburban 59% graduation rate $20K average per year after aid 950-1140,Suburban 59% graduation rate $20K average per year after aid 950-1140,Suburban 59% graduation rate $20K average per year after aid 950-1140
Kent State University: Stark,"North Canton, OH",4-year,Public,Small,Suburban Graduation rate not available $10K average per year after aid 870-1113,Unknown,Suburban Graduation rate not available $10K average per year after aid 870-1113,Suburban Graduation rate not available $10K average per year after aid 870-1113
University of Montana,"Missoula, MT",4-year,Public,Medium,Suburban 47% graduation rate $16K average per year after aid 1110-1280,Suburban 47% graduation rate $16K average per year after aid 1110-1280,Suburban 47% graduation rate $16K average per year after aid 1110-1280,Suburban 47% graduation rate $16K average per year after aid 1110-1280
City University of New York: Borough of Manhattan Community College,"New York, NY",2-year,Public,Very Large,Urban Graduation rate not available $7K average per year after aid 870-1150,Unknown,Urban Graduation rate not available $7K average per year after aid 870-1150,Urban Graduation rate not available $7K average per year after aid 870-1150
Texas A&M University-Corpus Christi,"Corpus Christi, TX",4-year,Public,Medium,Suburban 35% graduation rate $14K average per year after aid 970-1190,Suburban 35% graduation rate $14K average per year after aid 970-1190,Suburban 35% graduation rate $14K average per year after aid 970-1190,Suburban 35% graduation rate $14K average per year after aid 970-1190
Fitchburg State University,"Fitchburg, MA",4-year,Public,Small,Suburban 56% graduation rate $16K average per year after aid 1063-1230,Suburban 56% graduation rate $16K average per year after aid 1063-1230,Suburban 56% graduation rate $16K average per year after aid 1063-1230,Suburban 56% graduation rate $16K average per year after aid 1063-1230
University of Houston-Downtown,"Houston, TX",4-year,Public,Large,Urban 31% graduation rate $15K average per year after aid 910-1060,Urban 31% graduation rate $15K average per year after aid 910-1060,Urban 31% graduation rate $15K average per year after aid 910-1060,Urban 31% graduation rate $15K average per year after aid 910-1060
University of North Florida,"Jacksonville, FL",4-year,Public,Large,Urban 63% graduation rate $11K average per year after aid 1010-1200,Urban 63% graduation rate $11K average per year after aid 1010-1200,Urban 63% graduation rate $11K average per year after aid 1010-1200,Urban 63% graduation rate $11K average per year after aid 1010-1200
University of Nebraska - Lincoln,"Lincoln, NE",4-year,Public,Very Large,Urban 65% graduation rate $17K average per year after aid 1100-1310,Urban 65% graduation rate $17K average per year after aid 1100-1310,Urban 65% graduation rate $17K average per year after aid 1100-1310,Urban 65% graduation rate $17K average per year after aid 1100-1310
Asbury University,"Wilmore, KY",4-year,Private,Small,Suburban 70% graduation rate $22K average per year after aid 1060-1290,Suburban 70% graduation rate $22K average per year after aid 1060-1290,Suburban 70% graduation rate $22K average per year after aid 1060-1290,Suburban 70% graduation rate $22K average per year after aid 1060-1290
Texas A&M International University,"Laredo, TX",4-year,Public,Medium,Urban 49% graduation rate $5K average per year after aid 910-1110,Urban 49% graduation rate $5K average per year after aid 910-1110,Urban 49% graduation rate $5K average per year after aid 910-1110,Urban 49% graduation rate $5K average per year after aid 910-1110
University of Wisconsin-La Crosse,"La Crosse, WI",4-year,Public,Large,Urban 70% graduation rate $13K average per year after aid 1180-1405,Urban 70% graduation rate $13K average per year after aid 1180-1405,Urban 70% graduation rate $13K average per year after aid 1180-1405,Urban 70% graduation rate $13K average per year after aid 1180-1405
Southeast Missouri State University,"Cape Girardeau, MO",4-year,Public,Medium,Suburban 57% graduation rate $15K average per year after aid 978-1200,Suburban 57% graduation rate $15K average per year after aid 978-1200,Suburban 57% graduation rate $15K average per year after aid 978-1200,Suburban 57% graduation rate $15K average per year after aid 978-1200
University Of North Alabama,"Florence, AL",4-year,Public,Medium,Urban 52% graduation rate $10K average per year after aid 1020-1198,Urban 52% graduation rate $10K average per year after aid 1020-1198,Urban 52% graduation rate $10K average per year after aid 1020-1198,Urban 52% graduation rate $10K average per year after aid 1020-1198
Bridgewater College,"Bridgewater, VA",4-year,Private,Small,Suburban 58% graduation rate $19K average per year after aid 1010-1390,Suburban 58% graduation rate $19K average per year after aid 1010-1390,Suburban 58% graduation rate $19K average per year after aid 1010-1390,Suburban 58% graduation rate $19K average per year after aid 1010-1390
St. Francis College,"Brooklyn, NY",4-year,Private,Small,Urban 54% graduation rate $19K average per year after aid 890-1100,Urban 54% graduation rate $19K average per year after aid 890-1100,Urban 54% graduation rate $19K average per year after aid 890-1100,Urban 54% graduation rate $19K average per year after aid 890-1100
University of Pittsburgh at Bradford,"Bradford, PA",4-year,Public,Small,Rural 45% graduation rate $17K average per year after aid 1050-1250,Rural 45% graduation rate $17K average per year after aid 1050-1250,Rural 45% graduation rate $17K average per year after aid 1050-1250,Rural 45% graduation rate $17K average per year after aid 1050-1250
University of South Carolina: Aiken,"Aiken, SC",4-year,Public,Small,Suburban 42% graduation rate $12K average per year after aid 975-1200,Suburban 42% graduation rate $12K average per year after aid 975-1200,Suburban 42% graduation rate $12K average per year after aid 975-1200,Suburban 42% graduation rate $12K average per year after aid 975-1200
University of Jamestown,"Jamestown, ND",4-year,Private,Small,Rural 49% graduation rate $20K average per year after aid 920-1140,Rural 49% graduation rate $20K average per year after aid 920-1140,Rural 49% graduation rate $20K average per year after aid 920-1140,Rural 49% graduation rate $20K average per year after aid 920-1140
Portland State University,"Portland, OR",4-year,Public,Large,Urban 53% graduation rate $16K average per year after aid 1100-1290,Urban 53% graduation rate $16K average per year after aid 1100-1290,Urban 53% graduation rate $16K average per year after aid 1100-1290,Urban 53% graduation rate $16K average per year after aid 1100-1290
Washington State University,"Pullman, WA",4-year,Public,Very Large,Rural 62% graduation rate $18K average per year after aid 1000-1250,Rural 62% graduation rate $18K average per year after aid 1000-1250,Rural 62% graduation rate $18K average per year after aid 1000-1250,Rural 62% graduation rate $18K average per year after aid 1000-1250
University of Texas at Arlington,"Arlington, TX",4-year,Public,Very Large,Urban 53% graduation rate $14K average per year after aid 1000-1230,Urban 53% graduation rate $14K average per year after aid 1000-1230,Urban 53% graduation rate $14K average per year after aid 1000-1230,Urban 53% graduation rate $14K average per year after aid 1000-1230
Virginia Commonwealth University,"Richmond, VA",4-year,Public,Very Large,Urban 65% graduation rate $21K average per year after aid 1040-1260,Urban 65% graduation rate $21K average per year after aid 1040-1260,Urban 65% graduation rate $21K average per year after aid 1040-1260,Urban 65% graduation rate $21K average per year after aid 1040-1260
Yeshiva Sholom Shachna,"Brooklyn, NY",4-year,Private,Unknown,Urban 38% graduation rate $6K average per year after aid SAT score range not available,Urban 38% graduation rate $6K average per year after aid SAT score range not available,Urban 38% graduation rate $6K average per year after aid SAT score range not available,Unknown
Graceland University,"Lamoni, IA",4-year,Private,Small,Rural 48% graduation rate $17K average per year after aid 890-1130,Rural 48% graduation rate $17K average per year after aid 890-1130,Rural 48% graduation rate $17K average per year after aid 890-1130,Rural 48% graduation rate $17K average per year after aid 890-1130
Carson-Newman University,"Jefferson City, TN",4-year,Private,Small,Rural 57% graduation rate $20K average per year after aid 960-1183,Rural 57% graduation rate $20K average per year after aid 960-1183,Rural 57% graduation rate $20K average per year after aid 960-1183,Rural 57% graduation rate $20K average per year after aid 960-1183
University of Nebraska Kearney,"Kearney, NE",4-year,Public,Medium,Rural 54% graduation rate $17K average per year after aid 1010-1110,Rural 54% graduation rate $17K average per year after aid 1010-1110,Rural 54% graduation rate $17K average per year after aid 1010-1110,Rural 54% graduation rate $17K average per year after aid 1010-1110
Oregon State University,"Corvallis, OR",4-year,Public,Very Large,Suburban 70% graduation rate $21K average per year after aid 1040-1310,Suburban 70% graduation rate $21K average per year after aid 1040-1310,Suburban 70% graduation rate $21K average per year after aid 1040-1310,Suburban 70% graduation rate $21K average per year after aid 1040-1310
Salem State University,"Salem, MA",4-year,Public,Medium,Urban 55% graduation rate $19K average per year after aid 1038-1173,Urban 55% graduation rate $19K average per year after aid 1038-1173,Urban 55% graduation rate $19K average per year after aid 1038-1173,Urban 55% graduation rate $19K average per year after aid 1038-1173
Indiana University of Pennsylvania,"Indiana, PA",4-year,Public,Medium,Rural 53% graduation rate $20K average per year after aid 940-1160,Rural 53% graduation rate $20K average per year after aid 940-1160,Rural 53% graduation rate $20K average per year after aid 940-1160,Rural 53% graduation rate $20K average per year after aid 940-1160
Truman State University,"Kirksville, MO",4-year,Public,Small,Rural 71% graduation rate $14K average per year after aid 1250-1370,Rural 71% graduation rate $14K average per year after aid 1250-1370,Rural 71% graduation rate $14K average per year after aid 1250-1370,Rural 71% graduation rate $14K average per year after aid 1250-1370
Southern Oregon University,"Ashland, OR",4-year,Public,Small,Rural 46% graduation rate $18K average per year after aid 990-1200,Rural 46% graduation rate $18K average per year after aid 990-1200,Rural 46% graduation rate $18K average per year after aid 990-1200,Rural 46% graduation rate $18K average per year after aid 990-1200
Cleveland Institute of Art,"Cleveland, OH",4-year,Private,Small,Urban 73% graduation rate $33K average per year after aid 500-660,Urban 73% graduation rate $33K average per year after aid 500-660,Urban 73% graduation rate $33K average per year after aid 500-660,Urban 73% graduation rate $33K average per year after aid 500-660
Carlow University,"Pittsburgh, PA",4-year,Private,Small,Urban 56% graduation rate $17K average per year after aid 1015-1185,Urban 56% graduation rate $17K average per year after aid 1015-1185,Urban 56% graduation rate $17K average per year after aid 1015-1185,Urban 56% graduation rate $17K average per year after aid 1015-1185
Fairleigh Dickinson University,"Teaneck, NJ",4-year,Private,Medium,Suburban 49% graduation rate $16K average per year after aid 1010-1230,Suburban 49% graduation rate $16K average per year after aid 1010-1230,Suburban 49% graduation rate $16K average per year after aid 1010-1230,Suburban 49% graduation rate $16K average per year after aid 1010-1230
Prairie View A&M University,"Prairie View, TX",4-year,Public,Medium,Rural 41% graduation rate $13K average per year after aid 860-1020,Rural 41% graduation rate $13K average per year after aid 860-1020,Rural 41% graduation rate $13K average per year after aid 860-1020,Rural 41% graduation rate $13K average per year after aid 860-1020
Angelo State University,"San Angelo, TX",4-year,Public,Medium,Suburban 41% graduation rate $13K average per year after aid 920-1140,Suburban 41% graduation rate $13K average per year after aid 920-1140,Suburban 41% graduation rate $13K average per year after aid 920-1140,Suburban 41% graduation rate $13K average per year after aid 920-1140
Cornerstone University,"Grand Rapids, MI",4-year,Private,Small,Suburban 63% graduation rate $21K average per year after aid 990-1222,Suburban 63% graduation rate $21K average per year after aid 990-1222,Suburban 63% graduation rate $21K average per year after aid 990-1222,Suburban 63% graduation rate $21K average per year after aid 990-1222
Kent State University: Salem,"Salem, OH",4-year,Public,Small,Rural 3% graduation rate $10K average per year after aid 820-1420,Rural 3% graduation rate $10K average per year after aid 820-1420,Rural 3% graduation rate $10K average per year after aid 820-1420,Rural 3% graduation rate $10K average per year after aid 820-1420
Moody Bible Institute,"Chicago, IL",4-year,Private,Small,Urban 60% graduation rate $21K average per year after aid 1020-1150,Urban 60% graduation rate $21K average per year after aid 1020-1150,Urban 60% graduation rate $21K average per year after aid 1020-1150,Urban 60% graduation rate $21K average per year after aid 1020-1150
Concordia University Chicago,"River Forest, IL",4-year,Private,Small,Suburban 47% graduation rate $19K average per year after aid 990-1160,Suburban 47% graduation rate $19K average per year after aid 990-1160,Suburban 47% graduation rate $19K average per year after aid 990-1160,Suburban 47% graduation rate $19K average per year after aid 990-1160
Kent State University,"Kent, OH",4-year,Public,Very Large,Suburban 65% graduation rate $19K average per year after aid 1020-1230,Suburban 65% graduation rate $19K average per year after aid 1020-1230,Suburban 65% graduation rate $19K average per year after aid 1020-1230,Suburban 65% graduation rate $19K average per year after aid 1020-1230
George Mason University,"Fairfax, VA",4-year,Public,Very Large,Suburban 71% graduation rate $18K average per year after aid 1160-1330,Suburban 71% graduation rate $18K average per year after aid 1160-1330,Suburban 71% graduation rate $18K average per year after aid 1160-1330,Suburban 71% graduation rate $18K average per year after aid 1160-1330
University of Arkansas,"Fayetteville, AR",4-year,Public,Very Large,Urban 69% graduation rate $16K average per year after aid 1030-1210,Urban 69% graduation rate $16K average per year after aid 1030-1210,Urban 69% graduation rate $16K average per year after aid 1030-1210,Urban 69% graduation rate $16K average per year after aid 1030-1210
University of Detroit Mercy,"Detroit, MI",4-year,Private,Small,Urban 73% graduation rate $18K average per year after aid 1020-1250,Urban 73% graduation rate $18K average per year after aid 1020-1250,Urban 73% graduation rate $18K average per year after aid 1020-1250,Urban 73% graduation rate $18K average per year after aid 1020-1250
Herzing University: Brookfield,"Brookfield, WI",4-year,Unknown,Unknown,Suburban 100% graduation rate $18K average per year after aid SAT score range not available,Suburban 100% graduation rate $18K average per year after aid SAT score range not available,Suburban 100% graduation rate $18K average per year after aid SAT score range not available,Unknown
Bluffton University,"Bluffton, OH",4-year,Private,Small,Rural 46% graduation rate $21K average per year after aid 940-1140,Rural 46% graduation rate $21K average per year after aid 940-1140,Rural 46% graduation rate $21K average per year after aid 940-1140,Rural 46% graduation rate $21K average per year after aid 940-1140
San Juan Bautista School Of Medicine,"Caguas, PR",4-year,Private,Unknown,Urban 50% graduation rate $9K average per year after aid SAT score range not available,Urban 50% graduation rate $9K average per year after aid SAT score range not available,Urban 50% graduation rate $9K average per year after aid SAT score range not available,Unknown
Simpson College,"Indianola, IA",4-year,Private,Small,Suburban 67% graduation rate $23K average per year after aid 890-1250,Suburban 67% graduation rate $23K average per year after aid 890-1250,Suburban 67% graduation rate $23K average per year after aid 890-1250,Suburban 67% graduation rate $23K average per year after aid 890-1250
Muskingum University,"New Concord, OH",4-year,Private,Small,Rural 60% graduation rate $20K average per year after aid 880-1100,Rural 60% graduation rate $20K average per year after aid 880-1100,Rural 60% graduation rate $20K average per year after aid 880-1100,Rural 60% graduation rate $20K average per year after aid 880-1100
University of the Cumberlands,"Williamsburg, KY",4-year,Private,Medium,Rural 42% graduation rate $14K average per year after aid 960-1160,Rural 42% graduation rate $14K average per year after aid 960-1160,Rural 42% graduation rate $14K average per year after aid 960-1160,Rural 42% graduation rate $14K average per year after aid 960-1160
Ohio Dominican University,"Columbus, OH",4-year,Private,Small,Urban 50% graduation rate $22K average per year after aid 920-1140,Urban 50% graduation rate $22K average per year after aid 920-1140,Urban 50% graduation rate $22K average per year after aid 920-1140,Urban 50% graduation rate $22K average per year after aid 920-1140
Saginaw Valley State University,"University Center, MI",4-year,Public,Medium,Suburban 50% graduation rate $12K average per year after aid 930-1150,Suburban 50% graduation rate $12K average per year after aid 930-1150,Suburban 50% graduation rate $12K average per year after aid 930-1150,Suburban 50% graduation rate $12K average per year after aid 930-1150
University of Arizona,"Tucson, AZ",4-year,Public,Very Large,Urban 68% graduation rate $17K average per year after aid 1150-1350,Urban 68% graduation rate $17K average per year after aid 1150-1350,Urban 68% graduation rate $17K average per year after aid 1150-1350,Urban 68% graduation rate $17K average per year after aid 1150-1350
College of Mount St. Vincent,"Bronx, NY",4-year,Private,Small,Suburban 57% graduation rate $17K average per year after aid 1025-1163,Suburban 57% graduation rate $17K average per year after aid 1025-1163,Suburban 57% graduation rate $17K average per year after aid 1025-1163,Suburban 57% graduation rate $17K average per year after aid 1025-1163
Wingate University,"Wingate, NC",4-year,Private,Small,Suburban 57% graduation rate $19K average per year after aid 970-1210,Suburban 57% graduation rate $19K average per year after aid 970-1210,Suburban 57% graduation rate $19K average per year after aid 970-1210,Suburban 57% graduation rate $19K average per year after aid 970-1210
University Of Tennessee: Chattanooga,"Chattanooga, TN",4-year,Public,Large,Urban 52% graduation rate $14K average per year after aid 1020-1160,Urban 52% graduation rate $14K average per year after aid 1020-1160,Urban 52% graduation rate $14K average per year after aid 1020-1160,Urban 52% graduation rate $14K average per year after aid 1020-1160
Montana State University,"Bozeman, MT",4-year,Public,Large,Rural 57% graduation rate $17K average per year after aid 1060-1260,Rural 57% graduation rate $17K average per year after aid 1060-1260,Rural 57% graduation rate $17K average per year after aid 1060-1260,Rural 57% graduation rate $17K average per year after aid 1060-1260
Tennessee Technological University,"Cookeville, TN",4-year,Public,Medium,Rural 60% graduation rate $15K average per year after aid 1010-1230,Rural 60% graduation rate $15K average per year after aid 1010-1230,Rural 60% graduation rate $15K average per year after aid 1010-1230,Rural 60% graduation rate $15K average per year after aid 1010-1230
Plymouth State University,"Plymouth, NH",4-year,Public,Medium,Rural 51% graduation rate $20K average per year after aid 950-1030,Rural 51% graduation rate $20K average per year after aid 950-1030,Rural 51% graduation rate $20K average per year after aid 950-1030,Rural 51% graduation rate $20K average per year after aid 950-1030
University Of Alabama At Birmingham,"Birmingham, AL",4-year,Public,Large,Urban 64% graduation rate $17K average per year after aid 1170-1363,Urban 64% graduation rate $17K average per year after aid 1170-1363,Urban 64% graduation rate $17K average per year after aid 1170-1363,Urban 64% graduation rate $17K average per year after aid 1170-1363
Florida Atlantic University,"Boca Raton, FL",4-year,Public,Very Large,Suburban 62% graduation rate $10K average per year after aid 1040-1210,Suburban 62% graduation rate $10K average per year after aid 1040-1210,Suburban 62% graduation rate $10K average per year after aid 1040-1210,Suburban 62% graduation rate $10K average per year after aid 1040-1210
SUNY College of Agriculture and Technology at Cobleskill,"Cobleskill, NY",4-year,Public,Small,Rural 55% graduation rate $18K average per year after aid 960-1165,Rural 55% graduation rate $18K average per year after aid 960-1165,Rural 55% graduation rate $18K average per year after aid 960-1165,Rural 55% graduation rate $18K average per year after aid 960-1165
Texas A&M University-Commerce,"Commerce, TX",4-year,Public,Medium,Rural 43% graduation rate $13K average per year after aid 930-1170,Rural 43% graduation rate $13K average per year after aid 930-1170,Rural 43% graduation rate $13K average per year after aid 930-1170,Rural 43% graduation rate $13K average per year after aid 930-1170
Indiana University East,"Richmond, IN",4-year,Public,Small,Suburban 42% graduation rate $9K average per year after aid 990-1220,Suburban 42% graduation rate $9K average per year after aid 990-1220,Suburban 42% graduation rate $9K average per year after aid 990-1220,Suburban 42% graduation rate $9K average per year after aid 990-1220
Western Governors University,"Salt Lake City, UT",4-year,Private,Very Large,Urban 49% graduation rate $9K average per year after aid SAT score range not available,Urban 49% graduation rate $9K average per year after aid SAT score range not available,Urban 49% graduation rate $9K average per year after aid SAT score range not available,Unknown
Piedmont University,"Demorest, GA",4-year,Private,Small,Rural 48% graduation rate $19K average per year after aid 1038-1233,Rural 48% graduation rate $19K average per year after aid 1038-1233,Rural 48% graduation rate $19K average per year after aid 1038-1233,Rural 48% graduation rate $19K average per year after aid 1038-1233
Indiana University Bloomington,"Bloomington, IN",4-year,Public,Very Large,Suburban 81% graduation rate $16K average per year after aid 1180-1390,Suburban 81% graduation rate $16K average per year after aid 1180-1390,Suburban 81% graduation rate $16K average per year after aid 1180-1390,Suburban 81% graduation rate $16K average per year after aid 1180-1390
Aurora University,"Aurora, IL",4-year,Private,Medium,Suburban 60% graduation rate $19K average per year after aid 900-1160,Suburban 60% graduation rate $19K average per year after aid 900-1160,Suburban 60% graduation rate $19K average per year after aid 900-1160,Suburban 60% graduation rate $19K average per year after aid 900-1160
University of Southern Maine,"Portland, ME",4-year,Public,Medium,Urban 42% graduation rate $12K average per year after aid 995-1245,Urban 42% graduation rate $12K average per year after aid 995-1245,Urban 42% graduation rate $12K average per year after aid 995-1245,Urban 42% graduation rate $12K average per year after aid 995-1245
Bridgewater State University,"Bridgewater, MA",4-year,Public,Medium,Suburban 56% graduation rate $17K average per year after aid 1090-1260,Suburban 56% graduation rate $17K average per year after aid 1090-1260,Suburban 56% graduation rate $17K average per year after aid 1090-1260,Suburban 56% graduation rate $17K average per year after aid 1090-1260
Kutztown University of Pennsylvania,"Kutztown, PA",4-year,Public,Medium,Rural 56% graduation rate $21K average per year after aid 1070-1250,Rural 56% graduation rate $21K average per year after aid 1070-1250,Rural 56% graduation rate $21K average per year after aid 1070-1250,Rural 56% graduation rate $21K average per year after aid 1070-1250
Mercy University,"Dobbs Ferry, NY",4-year,Private,Medium,Suburban 46% graduation rate $16K average per year after aid 1020-1230,Suburban 46% graduation rate $16K average per year after aid 1020-1230,Suburban 46% graduation rate $16K average per year after aid 1020-1230,Suburban 46% graduation rate $16K average per year after aid 1020-1230
Central College,"Pella, IA",4-year,Private,Small,Rural 71% graduation rate $23K average per year after aid 938-1258,Rural 71% graduation rate $23K average per year after aid 938-1258,Rural 71% graduation rate $23K average per year after aid 938-1258,Rural 71% graduation rate $23K average per year after aid 938-1258
Southern Connecticut State University,"New Haven, CT",4-year,Public,Medium,Suburban 53% graduation rate $19K average per year after aid 870-1100,Suburban 53% graduation rate $19K average per year after aid 870-1100,Suburban 53% graduation rate $19K average per year after aid 870-1100,Suburban 53% graduation rate $19K average per year after aid 870-1100
King University,"Bristol, TN",4-year,Private,Small,Suburban 47% graduation rate $23K average per year after aid 1008-1163,Suburban 47% graduation rate $23K average per year after aid 1008-1163,Suburban 47% graduation rate $23K average per year after aid 1008-1163,Suburban 47% graduation rate $23K average per year after aid 1008-1163
University of Massachusetts Dartmouth,"North Dartmouth, MA",4-year,Public,Medium,Suburban 55% graduation rate $20K average per year after aid 1060-1240,Suburban 55% graduation rate $20K average per year after aid 1060-1240,Suburban 55% graduation rate $20K average per year after aid 1060-1240,Suburban 55% graduation rate $20K average per year after aid 1060-1240
University of Wisconsin-Superior,"Superior, WI",4-year,Public,Small,Suburban 40% graduation rate $13K average per year after aid 1040-1255,Suburban 40% graduation rate $13K average per year after aid 1040-1255,Suburban 40% graduation rate $13K average per year after aid 1040-1255,Suburban 40% graduation rate $13K average per year after aid 1040-1255
