college_name,majors
University of Kentucky,"Accounting|Acting|Aerospace, Aeronautical, and Astronautical/Space Engineering, General|African-American/Black Studies|Agricultural Economics|Agricultural Engineering|Agricultural Public Services, Other|Agricultural and Extension Education Services|Agricultural/Animal/Plant/Veterinary Science and Related Fields, Other|Agroecology and Sustainable Agriculture|Agronomy and Crop Science|American/United States Studies/Civilization|Anatomy|Animal Sciences, General|Anthropology|Appalachian Studies|Apparel and Textiles, General|Applied Behavior Analysis|Applied Statistics, General|Architectural Design|Architectural and Building Sciences/Technology|Architecture|Art History, Criticism and Conservation|Art Teacher Education|Arts, Entertainment, and Media Management, General|Athletic Training/Trainer|Audiology/Audiologist and Speech-Language Pathology/Pathologist|Behavioral Sciences|Biochemistry|Bioengineering and Biomedical Engineering|Biological and Biomedical Sciences, Other|Biology/Biological Sciences, General|Biomedical Sciences, General|Biostatistics|Biotechnology|Blood Bank Technology Specialist|Brass Instruments|Business Administration and Management, General|Business Analytics|Business/Commerce, General|Business/Managerial Economics|Chemical Engineering|Chemical Engineering Technology/Technician|Chemistry, General|Chemistry, Other|Child Development|Chinese Language and Literature|Cinematography and Film/Video Production|City/Urban, Community, and Regional Planning|Civil Engineering, General|Classics and Classical Languages, Literatures, and Linguistics, General|Clinical Laboratory Science/Medical Technology/Technologist|Clinical Nurse Leader|Clinical Psychology|Clinical and Translational Science|Clinical/Medical Social Work|Cognitive Science, General|College/Postsecondary/University Teaching|Communication Management and Strategic Communications|Communication and Media Studies, Other|Communications Technologies/Technicians and Support Services, Other|Computational Mathematics|Computer Engineering, General|Computer and Information Sciences, General|Computer and Information Systems Security/Auditing/Information Assurance|Consumer Merchandising/Retailing Management|Counseling Psychology|Creative Writing|Crisis/Emergency/Disaster Management|Curriculum and Instruction|Dance, General|Data Science, General|Dental Clinical Sciences, General|Dentistry|Design and Applied Arts, Other|Design and Visual Communications, General|Dietetics/Dietitian|Digital Arts|Drama and Dramatics/Theater Arts, General|Early Childhood Education and Teaching|Econometrics and Quantitative Economics|Economics, General|Education/Teaching of Individuals Who are Developmentally Delayed|Education/Teaching of Individuals with Vision Impairments Including Blindness|Educational Administration and Supervision, Other|Educational Assessment, Evaluation, and Research, Other|Educational Evaluation and Research|Educational Leadership and Administration, General|Educational Psychology|Educational Statistics and Research Methods|Educational/Instructional Technology|Electrical and Electronics Engineering|Elementary Education and Teaching|English Language and Literature, General|Entomology|Environmental Studies|Environmental/Environmental Engineering Technology/Technician|Epidemiology|Epidemiology and Biostatistics|Ethnic, Cultural Minority, Gender, and Group Studies, Other|Exercise Science and Kinesiology|Experimental Psychology|Family Systems|Family and Consumer Economics and Related Services, Other|Family and Consumer Sciences/Human Sciences, General|Film/Cinema/Media Studies|Finance, General|Financial Mathematics|Financial Planning and Services|Fine and Studio Arts Management|Fine/Studio Arts, General|Food Science|Foods, Nutrition, and Wellness Studies, General|Foreign Languages and Literatures, General|Forensic Chemistry|Forest Sciences and Biology|French Language and Literature|Geographic Information Science and Cartography|Geography|Geology/Earth Science, General|German Language and Literature|Gerontology|Health Communication|Health Professions and Related Clinical Sciences, Other|Health Services Administration|Health Services/Allied Health/Health Sciences, General|Health Teacher Education|Health and Medical Administrative Services, Other|Health and Wellness, General|Health/Health Care Administration/Management|Health/Medical Physics|Healthcare Innovation|Higher Education/Higher Education Administration|Historic Preservation and Conservation, General|History, General|Horse Husbandry/Equine Science and Management|Horticultural Science|Hospital and Health Care Facilities Administration/Management|Hospitality Administration/Management, General|Hotel/Motel Administration/Management|Human Development and Family Studies, General|Human Nutrition|Human Resources Management/Personnel Administration, General|Industrial Engineering|Industrial Production Technologies/Technicians, Other|Informatics|Information Science/Studies|Intercultural/Multicultural and Diversity Studies|Interior Design|International Business/Trade/Commerce|International Public Health/International Health|International Relations and Affairs|International and Comparative Education|International/Globalization Studies|Japanese Language and Literature|Journalism|Junior High/Intermediate/Middle School Education and Teaching|Landscape Architecture|Latin American Studies|Latin American and Caribbean Studies|Latin Language and Literature|Law|Liberal Arts and Sciences, General Studies and Humanities, Other|Liberal Arts and Sciences/Liberal Studies|Library and Information Science|Linguistic, Comparative, and Related Language Studies and Services, Other|Linguistics|Management Science|Management Sciences and Quantitative Methods, Other|Manufacturing Engineering|Marketing/Marketing Management, General|Materials Engineering|Materials Science|Maternal and Child Health|Mathematics, General|Mechanical Engineering|Medical Microbiology and Bacteriology|Medical Radiologic Technology/Science - Radiation Therapist|Medical Science/Scientist|Medicine|Mental and Social Health Services and Allied Professions, Other|Mining and Mineral Engineering|Molecular Pharmacology|Multi-/Interdisciplinary Studies, General|Multi-/Interdisciplinary Studies, Other|Multicultural Education|Music History, Literature, and Theory|Music Pedagogy|Music Performance, General|Music Teacher Education|Music Theory and Composition|Music Therapy/Therapist|Music, General|Musical Theatre|Musicology and Ethnomusicology|Natural Resources Conservation and Research, Other|Natural Resources/Conservation, General|Neuroscience|Non-Profit/Public/Organizational Management|Nursing Practice|Nursing Science|Nutrition Sciences|Peace Studies and Conflict Resolution|Performance and Sport Psychology|Pharmaceutics and Drug Design|Pharmacy|Philosophy|Physical Education Teaching and Coaching|Physical Therapy/Therapist|Physician Assistant|Physics and Astronomy|Physics, General|Physiology, General|Physiology, Pathology, and Related Sciences, Other|Plant Molecular Biology|Plant Pathology/Phytopathology|Plant Physiology|Plant Sciences, Other|Political Science and Government, General|Pre-Architecture Studies|Pre-Medicine/Pre-Medical Studies|Pre-Physical Therapy Studies|Professional, Technical, Business, and Scientific Writing|Psychology, General|Public Administration|Public Health, General|Public Health, Other|Public Policy Analysis|Public Relations, Advertising, and Applied Communication|Radiation Protection/Health Physics Technician|Radio and Television|Registered Nursing/Registered Nurse|Rehabilitation Science|Research Methodology and Quantitative Methods|Rhetoric and Composition|Russian Language and Literature|School Psychology|Science Teacher Education/General Science Teacher Education|Science, Technology, Engineering, and Mathematics (STEM) Educational Methods|Secondary Education and Teaching|Selling Skills and Sales Operations|Social Studies Teacher Education|Social Work|Social and Philosophical Foundations of Education|Sociology|Soil Science and Agronomy, General|Spanish Language and Literature|Special Education and Teaching, General|Speech Communication and Rhetoric|Sport and Fitness Administration/Management|Sports Studies|Statistics, General|Statistics, Other|Substance Abuse/Addiction Counseling|Superintendency and Educational System Administration|Teacher Education and Professional Development, Specific Levels and Methods, Other|Teacher Education and Professional Development, Specific Subject Areas, Other|Teacher Education, Multiple Levels|Teaching English as a Second or Foreign Language/ESL Language Instructor|Technical Teacher Education|Toxicology|Urban Forestry|Veterinary Pathology and Pathobiology|Veterinary Sciences/Veterinary Clinical Sciences, General|Vocational Rehabilitation Counseling/Counselor|Voice and Opera|Women's Studies|Zoology/Animal Biology|Zymology/Fermentation Science"
Sul Ross State University,"Agribusiness/Agricultural Business Operations|Agricultural Production Operations, General|Animal Sciences, General|Art/Art Studies, General|Biology/Biological Sciences, General|Business Administration and Management, General|Business/Commerce, General|Chemistry, General|Child Development|Computer and Information Sciences, General|Counselor Education/School Counseling and Guidance Services|Criminal Justice/Safety Studies|Education, General|Educational Leadership and Administration, General|Educational/Instructional Technology|English Language and Literature, General|Environmental/Natural Resources Management and Policy, General|Exercise Science and Kinesiology|General Studies|Geology/Earth Science, General|History, General|Homeland Security|Industrial Technology/Technician|Liberal Arts and Sciences/Liberal Studies|Mathematics, General|Multi-/Interdisciplinary Studies, Other|Music, General|Organizational Leadership|Political Science and Government, General|Psychology, General|Public Administration|Reading Teacher Education|Registered Nursing/Registered Nurse|Rhetoric and Composition|Social Sciences, General|Spanish Language and Literature|Special Education and Teaching, General|Sport and Fitness Administration/Management|Teacher Education, Multiple Levels|Wildlife, Fish and Wildlands Science and Management"
University Of Illinois Chicago,
Western Colorado University,"Accounting|Anthropology|Behavioral Aspects of Health|Biology/Biological Sciences, General|Business Administration and Management, General|Business/Corporate Communications, General|Chemistry, General|Computer and Information Sciences, General|Creative Writing|Ecology|Economics, General|Education, General|Elementary Education and Teaching|English Language and Literature, General|Environmental Studies|Exercise Physiology and Kinesiology|Exercise Science and Kinesiology|Fine and Studio Arts Management|Fine/Studio Arts, General|Geographic Information Science and Cartography|Geology/Earth Science, General|History, General|Liberal Arts and Sciences/Liberal Studies|Mathematics, General|Music, General|Parks, Recreation, and Leisure Studies|Physics, General|Political Science and Government, General|Professional, Technical, Business, and Scientific Writing|Psychology, General|Sociology|Spanish Language and Literature|Special Education and Teaching, General|Speech Communication and Rhetoric"
University of Houston-Clear Lake,"Accounting|Anthropology|Applied Behavior Analysis|Behavioral Sciences|Biology/Biological Sciences, General|Biotechnology|Business Administration and Management, General|Business Administration, Management and Operations, Other|Business/Commerce, General|Chemistry, General|Child Development|Clinical Psychology|Communication, General|Communications Technology/Technician|Computer Engineering, General|Computer Science|Computer Software Engineering|Computer and Information Sciences, General|Counselor Education/School Counseling and Guidance Services|Criminology|Curriculum and Instruction|Early Childhood Education and Teaching|Education, General|Educational Leadership and Administration, General|Educational/Instructional Technology|Engineering/Industrial Management|English Language and Literature, General|Environmental Science|Exercise Physiology and Kinesiology|Exercise Science and Kinesiology|Finance, General|Fine/Studio Arts, General|Geography|Health/Health Care Administration/Management|History, General|Human Resources Development|Humanities/Humanistic Studies|Industrial and Organizational Psychology|Information Science/Studies|Information Technology|Intercultural/Multicultural and Diversity Studies|Legal Assistant/Paralegal|Library and Information Science|Management Information Systems, General|Marketing/Marketing Management, General|Marriage and Family Therapy/Counseling|Mathematics, General|Mechanical Engineering|Mental Health Counseling/Counselor|Multi-/Interdisciplinary Studies, Other|Occupational Health and Industrial Hygiene|Physics, General|Psychology, General|Public Administration|Reading Teacher Education|Registered Nursing/Registered Nurse|School Psychology|Social Work|Sociology|Statistics, General|Systems Engineering"
University of Virginia's College at Wise,
Carroll College,"Accounting|Animal-Assisted Therapy|Applied Mathematics|Biology Teacher Education|Biology/Biological Sciences, General|Business Administration and Management, General|Chemistry Teacher Education|Chemistry, General|Christian Studies|Civil Engineering, General|Classics and Classical Languages, Literatures, and Linguistics, General|Community Health Services/Liaison/Counseling|Computer Science|Computer Systems Analysis/Analyst|Education, Other|Elementary Education and Teaching|Engineering Mechanics|Engineering Science|English Language and Literature, General|English/Language Arts Teacher Education|Entrepreneurship/Entrepreneurial Studies|Environmental Studies|Environmental/Environmental Health Engineering|Ethics|Finance, General|Financial Planning and Services|French Language and Literature|General Literature|Health Services/Allied Health/Health Sciences, General|History Teacher Education|History, General|History, Other|International Relations and Affairs|Mathematics Teacher Education|Mathematics and Statistics, Other|Mathematics, General|Molecular Biochemistry|Multi-/Interdisciplinary Studies, Other|Philosophy|Physics, General|Political Science and Government, General|Psychology, General|Public Health Education and Promotion|Public Relations/Image Management|Registered Nursing/Registered Nurse|Social Science Teacher Education|Social Studies Teacher Education|Social Work|Sociology|Spanish Language Teacher Education|Spanish Language and Literature|Speech Communication and Rhetoric|Sport and Fitness Administration/Management|Teacher Education and Professional Development, Specific Subject Areas, Other|Theology/Theological Studies|Visual and Performing Arts, General|Writing, General"
Lamar University,"Accounting|Advertising|American Sign Language (ASL)|Apparel and Textiles, General|Applied Psychology|Audiology/Audiologist|Biochemistry|Biology/Biological Sciences, General|Business Administration and Management, General|Business/Commerce, General|Business/Managerial Economics|Chemical Engineering|Chemistry, General|Civil Engineering, General|Communication Sciences and Disorders, General|Computer Programming, Specific Applications|Computer Science|Computer and Information Sciences, General|Construction Engineering|Counseling Psychology|Criminal Justice/Safety Studies|Education/Teaching of Individuals with Hearing Impairments Including Deafness|Educational Leadership and Administration, General|Educational/Instructional Technology|Electrical and Electronics Engineering|Engineering, General|Engineering/Industrial Management|English Language and Literature, General|Entrepreneurship/Entrepreneurial Studies|Environmental Science|Environmental/Environmental Health Engineering|Exercise Science and Kinesiology|Finance, General|Financial Analytics|Fine/Studio Arts, General|Foods, Nutrition, and Wellness Studies, General|Foodservice Systems Administration/Management|Foreign Languages and Literatures, General|Forensic Chemistry|General Studies|Geological and Earth Sciences/Geosciences, Other|Geology/Earth Science, General|Graphic Design|Health and Wellness, General|History, General|Human Development and Family Studies, General|Human Nutrition|Human Resources Management/Personnel Administration, General|Industrial Engineering|Industrial Technology/Technician|Information Science/Studies|Management Information Systems, General|Marketing/Marketing Management, General|Mathematics, General|Mechanical Engineering|Mental Health Counseling/Counselor|Multi-/Interdisciplinary Studies, Other|Music Management|Music, General|Nursing Administration|Nursing Education|Operations Management and Supervision|Physics, General|Political Science and Government, General|Psychology, General|Public Administration|Public Health Education and Promotion|Public Health, General|Registered Nursing/Registered Nurse|Retailing and Retail Operations|Social Work|Sociology|Spanish Language Teacher Education|Special Education and Teaching, General|Speech Communication and Rhetoric|Speech-Language Pathology/Pathologist|Sport and Fitness Administration/Management|Theatre and Dance|Transportation/Mobility Management"
Kent State University: Geauga,"Applied Horticulture/Horticulture Operations, General|Business Administration and Management, General|Business/Commerce, General|Computer Programming, Specific Applications|Computer Support specialist|Criminal Justice/Safety Studies|Cybersecurity Defense Strategy/Policy|English Language and Literature, General|Floriculture/Floristry Operations and Management|General Studies|Greenhouse Operations and Management|Health/Health Care Administration/Management|Insurance|Junior High/Intermediate/Middle School Education and Teaching|Liberal Arts and Sciences, General Studies and Humanities, Other|Liberal Arts and Sciences/Liberal Studies|Medical/Clinical Assistant|Psychology, General|Public Health, General|Registered Nursing/Registered Nurse|Urban Forestry"
California State Polytechnic University Humboldt,"American Indian/Native American Studies|Anthropology|Art/Art Studies, General|Biology/Biological Sciences, General|Botany/Plant Biology|Business Administration and Management, General|Chemistry, General|Child Development|Cinematography and Film/Video Production|Computer Science|Criminology|Drama and Dramatics/Theater Arts, General|Economics, General|Education, General|Educational Statistics and Research Methods|English Language and Literature, General|Environmental Science|Environmental Studies|Environmental/Environmental Health Engineering|Environmental/Natural Resources Management and Policy, Other|Environmental/Natural Resources Management and Policy, Other|Ethnic, Cultural Minority, Gender, and Group Studies, Other|Fishing and Fisheries Sciences and Management|Forestry, General|French Language and Literature|Geography|Geology/Earth Science, General|German Language and Literature|History, General|Information Technology|International/Globalization Studies|Journalism|Liberal Arts and Sciences/Liberal Studies|Mathematics, General|Multi-/Interdisciplinary Studies, Other|Music, General|Natural Resources/Conservation, General|Oceanography, Chemical and Physical|Parks, Recreation, and Leisure Studies|Philosophy|Physical Sciences, General|Physics, General|Political Science and Government, General|Psychology, General|Range Science and Management|Registered Nursing/Registered Nurse|Religion/Religious Studies|Rhetoric and Composition|Social Sciences, General|Social Work|Sociology|Spanish Language and Literature|Speech Communication and Rhetoric|Sports, Kinesiology, and Physical Education/Fitness, General|Technology Teacher Education/Industrial Arts Teacher Education|Wildlife, Fish and Wildlands Science and Management|Women's Studies|Zoology/Animal Biology"
University of Wisconsin-Milwaukee,"Accounting|Actuarial Science|African-American/Black Studies|Alternative and Complementary Medicine and Medical Systems, General|American Indian/Native American Languages, Literatures, and Linguistics|Animation, Interactive Technology, Video Graphics, and Special Effects|Anthropology|Applied Linguistics|Applied Mathematics|Aquaculture|Architectural and Building Sciences/Technology|Architecture|Archives/Archival Administration|Art History, Criticism and Conservation|Art Teacher Education|Art/Art Studies, General|Asian Studies/Civilization|Athletic Training/Trainer|Atmospheric Sciences and Meteorology, General|Audiology/Audiologist and Speech-Language Pathology/Pathologist|Behavioral Sciences|Biochemistry|Bioengineering and Biomedical Engineering|Biology/Biological Sciences, General|Biostatistics|Business Analytics|Business/Commerce, General|Chemistry, General|Chemistry, Other|Cinematography and Film/Video Production|City/Urban, Community, and Regional Planning|Civil Engineering, General|Classical, Ancient Mediterranean, and Near Eastern Studies and Archaeology|Classics and Classical Languages, Literatures, and Linguistics, General|Clinical Laboratory Science/Medical Technology/Technologist|Clinical Nurse Specialist|Comparative Literature|Computer Engineering, General|Computer Science|Counselor Education/School Counseling and Guidance Services|Criminal Justice/Safety Studies|Criminology|Curriculum and Instruction|Cyber/Computer Forensics and Counterterrorism|Dance, General|Dance, Other|Data Science, General|Design and Visual Communications, General|Digital Arts|Digital Communication and Media/Multimedia|Digital Humanities|Dispute Resolution|Drama and Dramatics/Theater Arts, General|Econometrics and Quantitative Economics|Economics, General|Education, General|Education/Teaching of Individuals with Autism|Educational Leadership and Administration, General|Educational Psychology|Electrical and Electronics Engineering|Engineering, General|English Language and Literature, General|Entrepreneurship/Entrepreneurial Studies|Environmental Science|Environmental/Environmental Health Engineering|Epidemiology|Ethics|Ethnic, Cultural Minority, Gender, and Group Studies, Other|Exercise Science and Kinesiology|Family Practice Nurse/Nursing|Film/Cinema/Media Studies|Finance, General|Fine Arts and Art Studies, Other|Foreign Languages and Literatures, General|Forensic Science and Technology|French Language and Literature|Gay/Lesbian Studies|General Studies|Geographic Information Science and Cartography|Geography|Geology/Earth Science, General|Germanic Languages, Literatures, and Linguistics, General|Gerontology|Health Communication|Health Professions and Related Clinical Sciences, Other|Health and Wellness, General|Health/Health Care Administration/Management|Higher Education/Higher Education Administration|History, General|Hospital and Health Care Facilities Administration/Management|Human Resources Development|Industrial Engineering|Information Science/Studies|Information Technology|Intermedia/Multimedia|International Business/Trade/Commerce|International Public Health/International Health|International/Globalization Studies|Investments and Securities|Italian Language and Literature|Jewish/Judaic Studies|Language Interpretation and Translation|Latin American and Caribbean Studies|Liberal Arts and Sciences, General Studies and Humanities, Other|Library and Information Science|Linguistics|Management Information Systems, General|Management Sciences and Quantitative Methods, Other|Marketing/Marketing Management, General|Mass Communication/Media Studies|Materials Engineering|Mathematics, General|Mechanical Engineering|Medical Informatics|Meteorology|Microbiology, General|Molecular Biology|Multi-/Interdisciplinary Studies, Other|Museology/Museum Studies|Music Teacher Education|Music, General|Near and Middle Eastern Studies|Neuroscience|Non-Profit/Public/Organizational Management|Nursing Practice|Nutrition Sciences|Occupational Therapy/Therapist|Operations Management and Supervision|Peace Studies and Conflict Resolution|Philosophy|Physical Therapy/Therapist|Physics, General|Political Science and Government, General|Professional, Technical, Business, and Scientific Writing|Psychiatric/Mental Health Nurse/Nursing|Psychology, General|Public Administration|Public Health, General|Public Health, Other|Real Estate|Registered Nursing/Registered Nurse|Religion/Religious Studies|Research and Experimental Psychology, Other|Russian Language and Literature|Scandinavian Studies|School Psychology|Sign Language Interpretation and Translation|Social Sciences, Other|Social Work|Social Work, Other|Social and Philosophical Foundations of Education|Sociology|Southeast Asian Studies|Spanish Language and Literature|Spanish and Iberian Studies|Special Education and Teaching, General|Speech Communication and Rhetoric|Sustainability Studies|Taxation|Teaching English as a Second or Foreign Language/ESL Language Instructor|Therapeutic Recreation/Recreational Therapy|Urban Education and Leadership|Urban Studies/Affairs|Vocational Rehabilitation Counseling/Counselor|Water, Wetlands, and Marine Resources Management|Web Page, Digital/Multimedia and Information Resources Design|Women's Studies"
Stockton University,"Accounting|Adult Health Nurse/Nursing|African-American/Black Studies|American/United States Studies/Civilization|Biochemistry|Biology/Biological Sciences, General|Business Administration and Management, General|Business Analytics|Chemistry, General|Computer Science|Computer and Information Sciences, General|Criminal Justice/Law Enforcement Administration|Criminology|Data Modeling/Warehousing and Database Administration|Digital Communication and Media/Multimedia|Economics, General|Educational/Instructional Technology|Energy Systems Technology/Technician|English Language and Literature, General|Environmental Science|Environmental Studies|Exercise Science and Kinesiology|Family Practice Nurse/Nursing|Finance, General|Fine/Studio Arts, General|Foreign Languages and Literatures, General|Forensic Psychology|Forensic Science and Technology|Geographic Information Science and Cartography|Geology/Earth Science, General|Gerontology|Health Services/Allied Health/Health Sciences, General|Health/Health Care Administration/Management|History, General|Holocaust and Related Studies|Homeland Security|Hospitality Administration/Management, General|Human Resources Development|Information Science/Studies|Information Technology|Liberal Arts and Sciences/Liberal Studies|Marine Biology and Biological Oceanography|Mathematics, General|Meeting and Event Planning|Mental Health Counseling/Counselor|Multi-/Interdisciplinary Studies, Other|Nursing Practice|Occupational Therapy/Therapist|Philosophy and Religious Studies, General|Physical Therapy/Therapist|Physics, General|Political Science and Government, General|Psychology, General|Public Health, General|Public Health, Other|Registered Nursing/Registered Nurse|Social Work|Sociology|Speech Communication and Rhetoric|Speech-Language Pathology/Pathologist|Sustainability Studies|Teacher Education, Multiple Levels|Visual and Performing Arts, General|Water, Wetlands, and Marine Resources Management"
Radford University,"Accounting|Anthropology|Art/Art Studies, General|Athletic Training/Trainer|Audiology/Audiologist and Speech-Language Pathology/Pathologist|Biology/Biological Sciences, General|Biomedical Sciences, General|Business Administration and Management, General|Business Analytics|Chemistry, General|Clinical Laboratory Science/Medical Technology/Technologist|Communication Sciences and Disorders, General|Community Health and Preventive Medicine|Computer Science|Computer and Information Systems Security/Auditing/Information Assurance|Counseling Psychology|Counselor Education/School Counseling and Guidance Services|Criminal Justice/Safety Studies|Criminalistics and Criminal Science|Dance, General|Data Modeling/Warehousing and Database Administration|Design and Applied Arts, Other|Design and Visual Communications, General|Drama and Dramatics/Theater Arts, General|Economics, General|Education, General|Education/Teaching of Individuals in Early Childhood Special Education Programs|Education/Teaching of Individuals with Autism|Education/Teaching of Individuals with Hearing Impairments Including Deafness|Education/Teaching of Individuals with Multiple Disabilities|Education/Teaching of Individuals with Vision Impairments Including Blindness|Educational Leadership and Administration, General|Emergency Medical Technology/Technician (EMT Paramedic)|English Language and Literature, General|English Language and Literature/Letters, Other|Family Practice Nurse/Nursing|Finance, General|Foods, Nutrition, and Wellness Studies, General|Foreign Languages and Literatures, General|Geographic Information Science and Cartography|Geology/Earth Science, General|Health Professions and Related Clinical Sciences, Other|Health Services/Allied Health/Health Sciences, General|Health/Health Care Administration/Management|History, General|Information Science/Studies|Journalism|Marketing/Marketing Management, General|Mathematics Teacher Education|Mathematics, General|Multi-/Interdisciplinary Studies, Other|Music, General|Nursing Administration|Nursing Practice|Occupational Therapist Assistant|Occupational Therapy/Therapist|Parks, Recreation, and Leisure Studies|Philosophy and Religious Studies, Other|Physical Education Teaching and Coaching|Physical Therapy Assistant|Physical Therapy/Therapist|Physician Assistant|Physics, General|Political Science and Government, General|Professional, Technical, Business, and Scientific Writing|Psychiatric/Mental Health Nurse/Nursing|Psychology, General|Public Health, General|Reading Teacher Education|Regional Studies (U.S., Canadian, Foreign)|Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing, Other|Registered Nursing/Registered Nurse|Respiratory Care Therapy/Therapist|School Psychology|Social Sciences, General|Social Work|Sociology|Special Education and Teaching, General|Special Education and Teaching, Other|Speech Communication and Rhetoric|Sport and Fitness Administration/Management|Sustainability Studies"
University of South Carolina: Upstate,"Accounting|Art Teacher Education|Biology/Biological Sciences, General|Business Administration and Management, General|Business Statistics|Business/Managerial Economics|Chemistry, General|Clinical Nurse Leader|Community Health Services/Liaison/Counseling|Computer and Information Sciences, General|Computer and Information Systems Security/Auditing/Information Assurance|Criminal Justice/Law Enforcement Administration|Disability Studies|Drama and Dramatics/Theater Arts, General|Early Childhood Education and Teaching|Education/Teaching of Individuals with Vision Impairments Including Blindness|Elementary Education and Teaching|Engineering/Industrial Management|English Language and Literature, General|Entrepreneurship/Entrepreneurial Studies|Exercise Physiology and Kinesiology|Fine/Studio Arts, General|History, General|Human Development, Family Studies, and Related Services, Other|Information Resources Management|Information Science/Studies|Information Technology|Intercultural/Multicultural and Diversity Studies|Junior High/Intermediate/Middle School Education and Teaching|Liberal Arts and Sciences/Liberal Studies|Logistics, Materials, and Supply Chain Management|Marketing/Marketing Management, General|Mathematics, General|Mechatronics, Robotics, and Automation Engineering|Medical Informatics|Music, Other|Nursing Education|Physical Education Teaching and Coaching|Political Science and Government, General|Psychology, General|Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing, Other|Registered Nursing/Registered Nurse|Secondary Education and Teaching|Sociology|Spanish Language and Literature|Special Education and Teaching, General|Speech Communication and Rhetoric|Teacher Education and Professional Development, Specific Levels and Methods, Other|Teaching English as a Second or Foreign Language/ESL Language Instructor|Women's Studies|Youth Services/Administration"
